# Wavelength (nm), Re(sigma) (S), Im(sigma) (S)
1.235835835835835951e+03,1.076990290911667254e-18,-4.139177681352765485e-18
1.237087087087087184e+03,1.054907525025887938e-18,-4.097154026704192118e-18
1.238338338338338417e+03,1.033504820273508150e-18,-4.055920603045450450e-18
1.239589589589589650e+03,1.012754836760247450e-18,-4.015457230402201810e-18
1.240840840840840883e+03,9.926315724569922520e-19,-3.975744316499088368e-18
1.242092092092092116e+03,9.731102869309953720e-19,-3.936762841751345502e-18
1.243343343343343349e+03,9.541674299866964379e-19,-3.898494344143466829e-18
1.244594594594594582e+03,9.357805748679234500e-19,-3.860920904079293077e-18
1.245845845845845815e+03,9.179283557000040760e-19,-3.824025129275332683e-18
1.247097097097097048e+03,9.005904088745773648e-19,-3.787790139757433950e-18
1.248348348348348281e+03,8.837473181026425661e-19,-3.752199553011718809e-18
1.249599599599599514e+03,8.673805628818618888e-19,-3.717237469331725698e-18
1.250850850850850748e+03,8.514724701433066634e-19,-3.682888457396607792e-18
1.252102102102101981e+03,8.360061688603516481e-19,-3.649137540108854929e-18
1.253353353353353214e+03,8.209655474184851476e-19,-3.615970180714282119e-18
1.254604604604604447e+03,8.063352135597661257e-19,-3.583372269222505519e-18
1.255855855855855907e+03,7.921004567291907891e-19,-3.551330109141633084e-18
1.257107107107107140e+03,7.782472126630678266e-19,-3.519830404537846525e-18
1.258358358358358373e+03,7.647620300708431947e-19,-3.488860247426837926e-18
1.259609609609609606e+03,7.516320392728340647e-19,-3.458407105502132353e-18
1.260860860860860839e+03,7.388449226659311555e-19,-3.428458810202411101e-18
1.262112112112112072e+03,7.263888868987143058e-19,-3.399003545118615210e-18
1.263363363363363533e+03,7.142526366456472655e-19,-3.370029834739546961e-18
1.264614614614614766e+03,7.024253498779389350e-19,-3.341526533533607390e-18
1.265865865865865999e+03,6.908966545357424324e-19,-3.313482815362936216e-18
1.267117117117117232e+03,6.796566065131075888e-19,-3.285888163225464453e-18
1.268368368368368465e+03,6.686956688731788766e-19,-3.258732359319472080e-18
1.269619619619619698e+03,6.580046922168257528e-19,-3.232005475424580236e-18
1.270870870870870931e+03,6.475748961331959256e-19,-3.205697863592719531e-18
1.272122122122122164e+03,6.373978516655002507e-19,-3.179800147142054841e-18
1.273373373373373397e+03,6.274654647298962531e-19,-3.154303211946650122e-18
1.274624624624624630e+03,6.177699604294696428e-19,-3.129198198014296267e-18
1.275875875875875863e+03,6.083038682092813779e-19,-3.104476491344992779e-18
1.277127127127127096e+03,5.990600078018973615e-19,-3.080129716062092213e-18
1.278378378378378329e+03,5.900314759163339357e-19,-3.056149726808524608e-18
1.279629629629629562e+03,5.812116336262822476e-19,-3.032528601400087730e-18
1.280880880880880795e+03,5.725940944164834495e-19,-3.009258633728144467e-18
1.282132132132132028e+03,5.641727128486957835e-19,-2.986332326903874217e-18
1.283383383383383261e+03,5.559415738112758318e-19,-2.963742386636562506e-18
1.284634634634634494e+03,5.478949823186135375e-19,-2.941481714838276358e-18
1.285885885885885727e+03,5.400274538288818689e-19,-2.919543403447594160e-18
1.287137137137137188e+03,5.323337050505177851e-19,-2.897920728465084985e-18
1.288388388388388421e+03,5.248086452097423273e-19,-2.876607144193466880e-18
1.289639639639639654e+03,5.174473677531362463e-19,-2.855596277675464567e-18
1.290890890890890887e+03,5.102451424609183623e-19,-2.834881923322601526e-18
1.292142142142142120e+03,5.031974079480942735e-19,-2.814458037728373673e-18
1.293393393393393353e+03,4.962997645320039931e-19,-2.794318734659319268e-18
1.294644644644644814e+03,4.895479674461596859e-19,-2.774458280217814360e-18
1.295895895895896047e+03,4.829379203814543258e-19,-2.754871088170522478e-18
1.297147147147147280e+03,4.764656693369760131e-19,-2.735551715436640654e-18
1.298398398398398513e+03,4.701273967637156002e-19,-2.716494857730227546e-18
1.299649649649649746e+03,4.639194159854990284e-19,-2.697695345351216049e-18
1.300900900900900979e+03,4.578381658823214571e-19,-2.679148139119638439e-18
1.302152152152152212e+03,4.518802058222386369e-19,-2.660848326448090538e-18
1.303403403403403445e+03,4.460422108286838638e-19,-2.642791117547320384e-18
1.304654654654654678e+03,4.403209669709197088e-19,-2.624971841760235222e-18
1.305905905905905911e+03,4.347133669660093385e-19,-2.607385944019676457e-18
1.307157157157157144e+03,4.292164059813613526e-19,-2.590028981425458579e-18
1.308408408408408377e+03,4.238271776275533716e-19,-2.572896619936415007e-18
1.309659659659659610e+03,4.185428701316899376e-19,-2.555984631173229580e-18
1.310910910910910843e+03,4.133607626821556133e-19,-2.539288889328146759e-18
1.312162162162162076e+03,4.082782219360610134e-19,-2.522805368177549217e-18
1.313413413413413309e+03,4.032926986812651771e-19,-2.506530138193859106e-18
1.314664664664664542e+03,3.984017246452110020e-19,-2.490459363753017052e-18
1.315915915915915775e+03,3.936029094433213143e-19,-2.474589300434207815e-18
1.317167167167167008e+03,3.888939376600476004e-19,-2.458916292408431404e-18
1.318418418418418469e+03,3.842725660560740833e-19,-2.443436769912763818e-18
1.319669669669669702e+03,3.797366208955130611e-19,-2.428147246807185493e-18
1.320920920920920935e+03,3.752839953872883419e-19,-2.413044318211081226e-18
1.322172172172172168e+03,3.709126472351739174e-19,-2.398124658216462607e-18
1.323423423423423401e+03,3.666205962912944116e-19,-2.383385017675232051e-18
1.324674674674674634e+03,3.624059223081550454e-19,-2.368822222057847993e-18
1.325925925925926094e+03,3.582667627845057982e-19,-2.354433169380778130e-18
1.327177177177177327e+03,3.542013109006464770e-19,-2.340214828200397639e-18
1.328428428428428560e+03,3.502078135389383462e-19,-2.326164235670837120e-18
1.329679679679679793e+03,3.462845693855906736e-19,-2.312278495663679477e-18
1.330930930930931027e+03,3.424299271099107801e-19,-2.298554776947158401e-18
1.332182182182182260e+03,3.386422836174763836e-19,-2.284990311422889383e-18
1.333433433433433493e+03,3.349200823738112792e-19,-2.271582392418020136e-18
1.334684684684684726e+03,3.312618117953707301e-19,-2.258328373030925342e-18
1.335935935935935959e+03,3.276660037047569109e-19,-2.245225664528511687e-18
1.337187187187187192e+03,3.241312318472871129e-19,-2.232271734793395629e-18
1.338438438438438425e+03,3.206561104661373741e-19,-2.219464106819151994e-18
1.339689689689689658e+03,3.172392929334681756e-19,-2.206800357252046816e-18
1.340940940940940891e+03,3.138794704350158300e-19,-2.194278114977548812e-18
1.342192192192192124e+03,3.105753707058162989e-19,-2.181895059750178529e-18
1.343443443443443357e+03,3.073257568147898054e-19,-2.169648920865127433e-18
1.344694694694694590e+03,3.041294259960610731e-19,-2.157537475870253747e-18
1.345945945945945823e+03,3.009852085249773184e-19,-2.145558549317074507e-18
1.347197197197197056e+03,2.978919666368850161e-19,-2.133710011549392605e-18
1.348448448448448289e+03,2.948485934868382627e-19,-2.121989777528350102e-18
1.349699699699699750e+03,2.918540121484627393e-19,-2.110395805692588545e-18
1.350950950950950983e+03,2.889071746503290377e-19,-2.098926096852416972e-18
1.352202202202202216e+03,2.860070610482214212e-19,-2.087578693116757701e-18
1.353453453453453449e+03,2.831526785318132757e-19,-2.076351676851874588e-18
1.354704704704704682e+03,2.803430605642773104e-19,-2.065243169670712786e-18
1.355955955955955915e+03,2.775772660534783139e-19,-2.054251331451927865e-18
1.357207207207207375e+03,2.748543785534159620e-19,-2.043374359387539652e-18
1.358458458458458608e+03,2.721735054946854195e-19,-2.032610487058342948e-18
1.359709709709709841e+03,2.695337774427429297e-19,-2.021957983536077129e-18
1.360960960960961074e+03,2.669343473828500112e-19,-2.011415152511545711e-18
1.362212212212212307e+03,2.643743900306088820e-19,-2.000980331447810767e-18
1.363463463463463540e+03,2.618531011670385655e-19,-1.990651890757618229e-18
1.364714714714714773e+03,2.593696969972234145e-19,-1.980428233004336491e-18
1.365965965965966006e+03,2.569234135315616059e-19,-1.970307792125555884e-18
1.367217217217217240e+03,2.545135059887309500e-19,-1.960289032678696905e-18
1.368468468468468473e+03,2.521392482195000519e-19,-1.950370449107885734e-18
1.369719719719719706e+03,2.497999321505561912e-19,-1.940550565031401743e-18
1.370970970970970939e+03,2.474948672475670317e-19,-1.930827932549069188e-18
1.372222222222222172e+03,2.452233799967237469e-19,-1.921201131568957484e-18
1.373473473473473405e+03,2.429848134040326491e-19,-1.911668769152737208e-18
1.374724724724724638e+03,2.407785265116828364e-19,-1.902229478879167952e-18
1.375975975975975871e+03,2.386038939308135173e-19,-1.892881920225081332e-18
1.377227227227227104e+03,2.364603053900623580e-19,-1.883624777963368023e-18
1.378478478478478337e+03,2.343471652992829347e-19,-1.874456761577394529e-18
1.379729729729729570e+03,2.322638923278537541e-19,-1.865376604691353542e-18
1.380980980980981030e+03,2.302099189970315397e-19,-1.856383064516071829e-18
1.382232232232232263e+03,2.281846912858100539e-19,-1.847474921309769490e-18
1.383483483483483496e+03,2.261876682497785618e-19,-1.838650977853314537e-18
1.384734734734734729e+03,2.242183216524992256e-19,-1.829910058939552555e-18
1.385985985985985963e+03,2.222761356089299376e-19,-1.821251010876258077e-18
1.387237237237237196e+03,2.203606062404463565e-19,-1.812672701002280898e-18
1.388488488488488656e+03,2.184712413410434369e-19,-1.804174017216541414e-18
1.389739739739739889e+03,2.166075600542909179e-19,-1.795753867519410466e-18
1.390990990990991122e+03,2.147690925606625688e-19,-1.787411179566162455e-18
1.392242242242242355e+03,2.129553797748555711e-19,-1.779144900232116534e-18
1.393493493493493588e+03,2.111659730527345416e-19,-1.770953995189098041e-18
1.394744744744744821e+03,2.094004339075589479e-19,-1.762837448492918166e-18
1.395995995995996054e+03,2.076583337351578889e-19,-1.754794262181524049e-18
1.397247247247247287e+03,2.059392535477290448e-19,-1.746823455883500364e-18
1.398498498498498520e+03,2.042427837159554296e-19,-1.738924066436615394e-18
1.399749749749749753e+03,2.025685237191528865e-19,-1.731095147516156806e-18
1.401001001001000986e+03,2.009160819031471830e-19,-1.723335769272689265e-18
1.402252252252252219e+03,1.992850752456292265e-19,-1.715645017979052661e-18
1.403503503503503453e+03,1.976751291287098159e-19,-1.708021995686259286e-18
1.404754754754754686e+03,1.960858771184315740e-19,-1.700465819888065980e-18
1.406006006006005919e+03,1.945169607509950811e-19,-1.692975623193971831e-18
1.407257257257257152e+03,1.929680293254650891e-19,-1.685550553010387796e-18
1.408508508508508385e+03,1.914387397027335995e-19,-1.678189771229739219e-18
1.409759759759759618e+03,1.899287561105290388e-19,-1.670892453927303274e-18
1.411011011011010851e+03,1.884377499542594113e-19,-1.663657791065520940e-18
1.412262262262262311e+03,1.869653996334960446e-19,-1.656484986205608251e-18
1.413513513513513544e+03,1.855113903639036711e-19,-1.649373256226238213e-18
1.414764764764764777e+03,1.840754140044326810e-19,-1.642321831049090974e-18
1.416016016016016010e+03,1.826571688896030999e-19,-1.635329953371117973e-18
1.417267267267267243e+03,1.812563596666974007e-19,-1.628396878403260656e-18
1.418518518518518476e+03,1.798726971377157798e-19,-1.621521873615535929e-18
1.419769769769769937e+03,1.785058981059167830e-19,-1.614704218488216217e-18
1.421021021021021170e+03,1.771556852268098873e-19,-1.607943204269020735e-18
1.422272272272272403e+03,1.758217868634381874e-19,-1.601238133736083779e-18
1.423523523523523636e+03,1.745039369458228015e-19,-1.594588320966592760e-18
1.424774774774774869e+03,1.732018748344234408e-19,-1.587993091110903394e-18
1.426026026026026102e+03,1.719153451874917431e-19,-1.581451780172008396e-18
1.427277277277277335e+03,1.706440978321864271e-19,-1.574963734790195981e-18
1.428528528528528568e+03,1.693878876393335835e-19,-1.568528312032780488e-18
1.429779779779779801e+03,1.681464744017084317e-19,-1.562144879188731809e-18
1.431031031031031034e+03,1.669196227157318957e-19,-1.555812813568106919e-18
1.432282282282282267e+03,1.657071018664718339e-19,-1.549531502306143325e-18
1.433533533533533500e+03,1.645086857158409287e-19,-1.543300342171881718e-18
1.434784784784784733e+03,1.633241525938928424e-19,-1.537118739381199000e-18
1.436036036036035966e+03,1.621532851931195029e-19,-1.530986109414152901e-18
1.437287287287287199e+03,1.609958704656530754e-19,-1.524901876836496999e-18
1.438538538538538432e+03,1.598516995232828268e-19,-1.518865475125274854e-18
1.439789789789789893e+03,1.587205675402012724e-19,-1.512876346498385230e-18
1.441041041041041126e+03,1.576022736583894005e-19,-1.506933941747994350e-18
1.442292292292292359e+03,1.564966208955669717e-19,-1.501037720077732419e-18
1.443543543543543592e+03,1.554034160556220184e-19,-1.495187148943534192e-18
1.444794794794794825e+03,1.543224696414481671e-19,-1.489381703898063125e-18
1.446046046046046058e+03,1.532535957701129610e-19,-1.483620868438600274e-18
1.447297297297297291e+03,1.521966120902892234e-19,-1.477904133858332843e-18
1.448548548548548524e+03,1.511513397018791154e-19,-1.472230999100939538e-18
1.449799799799799757e+03,1.501176030777623989e-19,-1.466600970618378554e-18
1.451051051051050990e+03,1.490952299876116794e-19,-1.461013562231837358e-18
1.452302302302302223e+03,1.480840514237034419e-19,-1.455468294995705799e-18
1.453553553553553456e+03,1.470839015286757687e-19,-1.449964697064559828e-18
1.454804804804804917e+03,1.460946175251625631e-19,-1.444502303563010430e-18
1.456056056056056150e+03,1.451160396472621005e-19,-1.439080656458421412e-18
1.457307307307307383e+03,1.441480110737723321e-19,-1.433699304436348158e-18
1.458558558558558616e+03,1.431903778631534582e-19,-1.428357802778699442e-18
1.459809809809809849e+03,1.422429888901548182e-19,-1.423055713244489051e-18
1.461061061061061082e+03,1.413056957840699619e-19,-1.417792603953178161e-18
1.462312312312312315e+03,1.403783528685605351e-19,-1.412568049270483290e-18
1.463563563563563548e+03,1.394608171030139032e-19,-1.407381629696639240e-18
1.464814814814814781e+03,1.385529480253809971e-19,-1.402232931757016287e-18
1.466066066066066014e+03,1.376546076964589912e-19,-1.397121547895064477e-18
1.467317317317317247e+03,1.367656606455741809e-19,-1.392047076367517615e-18
1.468568568568568480e+03,1.358859738176231221e-19,-1.387009121141787229e-18
1.469819819819819713e+03,1.350154165214381123e-19,-1.382007291795523013e-18
1.471071071071071174e+03,1.341538603794343781e-19,-1.377041203418257315e-18
1.472322322322322407e+03,1.333011792785070228e-19,-1.372110476515108838e-18
1.473573573573573640e+03,1.324572493221386859e-19,-1.367214736912475428e-18
1.474824824824824873e+03,1.316219487836860396e-19,-1.362353615665678422e-18
1.476076076076076106e+03,1.307951580608130092e-19,-1.357526748968519817e-18
1.477327327327327339e+03,1.299767596310356631e-19,-1.352733778064685839e-18
1.478578578578578572e+03,1.291666380083502466e-19,-1.347974349160972043e-18
1.479829829829829805e+03,1.283646797009140493e-19,-1.343248113342279514e-18
1.481081081081081038e+03,1.275707731697487000e-19,-1.338554726488336879e-18
1.482332332332332271e+03,1.267848087884396741e-19,-1.333893849192118113e-18
1.483583583583583504e+03,1.260066788038023994e-19,-1.329265146679901420e-18
1.484834834834834737e+03,1.252362772974913954e-19,-1.324668288732949367e-18
1.486086086086086198e+03,1.244735001485230967e-19,-1.320102949610750370e-18
1.487337337337337431e+03,1.237182449966917058e-19,-1.315568807975811127e-18
1.488588588588588664e+03,1.229704112068500065e-19,-1.311065546819938954e-18
1.489839839839839897e+03,1.222298998340343829e-19,-1.306592853391996110e-18
1.491091091091091130e+03,1.214966135894103821e-19,-1.302150419127087009e-18
1.492342342342342363e+03,1.207704568070165747e-19,-1.297737939577144627e-18
1.493593593593593596e+03,1.200513354112868991e-19,-1.293355114342889513e-18
1.494844844844844829e+03,1.193391568853272019e-19,-1.289001647007114420e-18
1.496096096096096062e+03,1.186338302399321522e-19,-1.284677245069295134e-18
1.497347347347347295e+03,1.179352659833147509e-19,-1.280381619881456619e-18
1.498598598598598528e+03,1.172433760915377690e-19,-1.276114486585303539e-18
1.499849849849849761e+03,1.165580739796229688e-19,-1.271875564050566041e-18
1.501101101101100994e+03,1.158792744733228931e-19,-1.267664574814535183e-18
1.502352352352352455e+03,1.152068937815369984e-19,-1.263481245022767788e-18
1.503603603603603688e+03,1.145408494693571099e-19,-1.259325304370936265e-18
1.504854854854854921e+03,1.138810604317224812e-19,-1.255196486047781022e-18
1.506106106106106154e+03,1.132274468676719645e-19,-1.251094526679163936e-18
1.507357357357357387e+03,1.125799302551770419e-19,-1.247019166273185511e-18
1.508608608608608620e+03,1.119384333265390328e-19,-1.242970148166340112e-18
1.509859859859859853e+03,1.113028800443394293e-19,-1.238947218970700422e-18
1.511111111111111086e+03,1.106731955779243395e-19,-1.234950128522083348e-18
1.512362362362362319e+03,1.100493062804159377e-19,-1.230978629829212592e-18
1.513613613613613552e+03,1.094311396662304584e-19,-1.227032479023814922e-18
1.514864864864864785e+03,1.088186243890961855e-19,-1.223111435311665536e-18
1.516116116116116018e+03,1.082116902205544405e-19,-1.219215260924538801e-18
1.517367367367367478e+03,1.076102680289333152e-19,-1.215343721073052638e-18
1.518618618618618711e+03,1.070142897587829042e-19,-1.211496583900393423e-18
1.519869869869869945e+03,1.064236884107587621e-19,-1.207673620436890818e-18
1.521121121121121178e+03,1.058383980219437384e-19,-1.203874604555432297e-18
1.522372372372372411e+03,1.052583536465964181e-19,-1.200099312927695039e-18
1.523623623623623644e+03,1.046834913373171756e-19,-1.196347524981184404e-18
1.524874874874874877e+03,1.041137481266193483e-19,-1.192619022857054526e-18
1.526126126126126110e+03,1.035490620088972243e-19,-1.188913591368696193e-18
1.527377377377377343e+03,1.029893719227808042e-19,-1.185231017961081243e-18
1.528628628628628576e+03,1.024346177338671434e-19,-1.181571092670840149e-18
1.529879879879879809e+03,1.018847402178194857e-19,-1.177933608087057792e-18
1.531131131131131042e+03,1.013396810438267032e-19,-1.174318359312786252e-18
1.532382382382382275e+03,1.007993827584111486e-19,-1.170725143927234379e-18
1.533633633633633735e+03,1.002637887695799371e-19,-1.167153761948646643e-18
1.534884884884884968e+03,9.973284333130906427e-20,-1.163604015797837579e-18
1.536136136136136201e+03,9.920649152835298365e-20,-1.160075710262377386e-18
1.537387387387387435e+03,9.868467926137237039e-20,-1.156568652461413086e-18
1.538638638638638668e+03,9.816735323237217724e-20,-1.153082651811113096e-18
1.539889889889889901e+03,9.765446093044278349e-20,-1.149617519990726383e-18
1.541141141141141134e+03,9.714595061779498059e-20,-1.146173070909222459e-18
1.542392392392392367e+03,9.664177131608721776e-20,-1.142749120672543642e-18
1.543643643643643600e+03,9.614187279303069899e-20,-1.139345487551403317e-18
1.544894894894894833e+03,9.564620554927270478e-20,-1.135961991949664281e-18
1.546146146146146066e+03,9.515472080554729308e-20,-1.132598456373260786e-18
1.547397397397397299e+03,9.466737049008887768e-20,-1.129254705399660218e-18
1.548648648648648759e+03,9.418410722630209971e-20,-1.125930565647852877e-18
1.549899899899899992e+03,9.370488432068288851e-20,-1.122625865748865215e-18
1.551151151151151225e+03,9.322965575098233420e-20,-1.119340436316768429e-18
1.552402402402402458e+03,9.275837615461216810e-20,-1.116074109920201086e-18
1.553653653653653691e+03,9.229100081728089735e-20,-1.112826721054361666e-18
1.554904904904904924e+03,9.182748566186088259e-20,-1.109598106113497041e-18
1.556156156156156158e+03,9.136778723747575413e-20,-1.106388103363841427e-18
1.557407407407407391e+03,9.091186270880756459e-20,-1.103196552917029499e-18
1.558658658658658624e+03,9.045966984561578187e-20,-1.100023296703951119e-18
1.559909909909909857e+03,9.001116701246454734e-20,-1.096868178449049223e-18
1.561161161161161090e+03,8.956631315865360113e-20,-1.093731043645054706e-18
1.562412412412412323e+03,8.912506780834674762e-20,-1.090611739528134219e-18
1.563663663663663556e+03,8.868739105089713901e-20,-1.087510115053474769e-18
1.564914914914915016e+03,8.825324353135838695e-20,-1.084426020871246188e-18
1.566166166166166249e+03,8.782258644118622096e-20,-1.081359309302998863e-18
1.567417417417417482e+03,8.739538150911698323e-20,-1.078309834318420842e-18
1.568668668668668715e+03,8.697159099222711281e-20,-1.075277451512504394e-18
1.569919919919919948e+03,8.655117766716382078e-20,-1.072262018083073487e-18
1.571171171171171181e+03,8.613410482154712512e-20,-1.069263392808695106e-18
1.572422422422422414e+03,8.572033624553628774e-20,-1.066281436026938972e-18
1.573673673673673647e+03,8.530983622356013607e-20,-1.063316009613009923e-18
1.574924924924924881e+03,8.490256952620432398e-20,-1.060366976958712141e-18
1.576176176176176114e+03,8.449850140225555587e-20,-1.057434202951772557e-18
1.577427427427427347e+03,8.409759757089669541e-20,-1.054517553955490516e-18
1.578678678678678580e+03,8.369982421404982177e-20,-1.051616897788716384e-18
1.579929929929930040e+03,8.330514796886672784e-20,-1.048732103706165464e-18
1.581181181181181273e+03,8.291353592035914469e-20,-1.045863042379035823e-18
1.582432432432432506e+03,8.252495559416961907e-20,-1.043009585875945434e-18
1.583683683683683739e+03,8.213937494947785599e-20,-1.040171607644174201e-18
1.584934934934934972e+03,8.175676237204084127e-20,-1.037348982491207575e-18
1.586186186186186205e+03,8.137708666736216986e-20,-1.034541586566568875e-18
1.587437437437437438e+03,8.100031705399031521e-20,-1.031749297343950123e-18
1.588688688688688671e+03,8.062642315694060347e-20,-1.028971993603618291e-18
1.589939939939939904e+03,8.025537500124006211e-20,-1.026209555415106001e-18
1.591191191191191137e+03,7.988714300559112240e-20,-1.023461864120169941e-18
1.592442442442442371e+03,7.952169797615368236e-20,-1.020728802316028718e-18
1.593693693693693604e+03,7.915901110043999314e-20,-1.018010253838848786e-18
1.594944944944944837e+03,7.879905394132306685e-20,-1.015306103747501535e-18
1.596196196196196297e+03,7.844179843115468187e-20,-1.012616238307572294e-18
1.597447447447447530e+03,7.808721686599048195e-20,-1.009940544975614122e-18
1.598698698698698763e+03,7.773528189992049585e-20,-1.007278912383650043e-18
1.599949949949949996e+03,7.738596653950291088e-20,-1.004631230323915055e-18
1.601201201201201229e+03,7.703924413829907821e-20,-1.001997389733837539e-18
1.602452452452452462e+03,7.669508839150645164e-20,-9.993772826812450364e-19
1.603703703703703695e+03,7.635347333068973681e-20,-9.967708023498092211e-19
1.604954954954954928e+03,7.601437331860527946e-20,-9.941778430247010006e-19
1.606206206206206161e+03,7.567776304411963168e-20,-9.915983000784778767e-19
1.607457457457457394e+03,7.534361751721834800e-20,-9.890320699571789244e-19
1.608708708708708627e+03,7.501191206410448161e-20,-9.864790501666362445e-19
1.609959959959959860e+03,7.468262232238366324e-20,-9.839391392589932622e-19
1.611211211211211321e+03,7.435572423633531718e-20,-9.814122368194254391e-19
1.612462462462462554e+03,7.403119405226777570e-20,-9.788982434530703356e-19
1.613713713713713787e+03,7.370900831395441487e-20,-9.763970607721402503e-19
1.614964964964965020e+03,7.338914385815183503e-20,-9.739085913832457492e-19
1.616216216216216253e+03,7.307157781019512662e-20,-9.714327388748950324e-19
1.617467467467467486e+03,7.275628757967223149e-20,-9.689694078051934044e-19
1.618718718718718719e+03,7.244325085617238036e-20,-9.665185036897162710e-19
1.619969969969969952e+03,7.213244560510980999e-20,-9.640799329895724186e-19
1.621221221221221185e+03,7.182385006361935375e-20,-9.616536030996342706e-19
1.622472472472472418e+03,7.151744273652398963e-20,-9.592394223369528412e-19
1.623723723723723651e+03,7.121320239237189033e-20,-9.568372999293394746e-19
1.624974974974974884e+03,7.091110805954187996e-20,-9.544471460041157178e-19
1.626226226226226117e+03,7.061113902241612973e-20,-9.520688715770307490e-19
1.627477477477477578e+03,7.031327481761892513e-20,-9.497023885413430889e-19
1.628728728728728811e+03,7.001749523031954244e-20,-9.473476096570611997e-19
1.629979979979980044e+03,6.972378029059807917e-20,-9.450044485403366188e-19
1.631231231231231277e+03,6.943211026987421414e-20,-9.426728196530206038e-19
1.632482482482482510e+03,6.914246567739587609e-20,-9.403526382923669555e-19
1.633733733733733743e+03,6.885482725678829023e-20,-9.380438205808885298e-19
1.634984984984984976e+03,6.856917598266053777e-20,-9.357462834563547280e-19
1.636236236236236209e+03,6.828549305727076009e-20,-9.334599446619430617e-19
1.637487487487487442e+03,6.800375990724599916e-20,-9.311847227365201397e-19
1.638738738738738675e+03,6.772395818035867221e-20,-9.289205370050769220e-19
1.639989989989989908e+03,6.744606974235590132e-20,-9.266673075692872338e-19
1.641241241241241141e+03,6.717007667384314204e-20,-9.244249552982155385e-19
1.642492492492492602e+03,6.689596126721845199e-20,-9.221934018191437331e-19
1.643743743743743835e+03,6.662370602365906056e-20,-9.199725695085406560e-19
1.644994994994995068e+03,6.635329365015698950e-20,-9.177623814831504231e-19
1.646246246246246301e+03,6.608470705660478395e-20,-9.155627615912159658e-19
1.647497497497497534e+03,6.581792935292835638e-20,-9.133736344038192789e-19
1.648748748748748767e+03,6.555294384626800300e-20,-9.111949252063476258e-19
1.650000000000000000e+03,6.528973403820561830e-20,-9.090265599900837720e-19
