# wavelength(um), Re_sigma(S), Im_sigma(S)
9.509999999999999565e-01,1.162110043439283636e-04,-3.324716262488973937e-04
9.519999999999999574e-01,1.155001924496169000e-04,-3.320949467803345880e-04
9.529999999999999583e-01,1.147936351738313614e-04,-3.317119917047527643e-04
9.539999999999999591e-01,1.140914368581891116e-04,-3.313227755119947876e-04
9.549999999999999600e-01,1.133937222663245110e-04,-3.309274443129108022e-04
9.559999999999999609e-01,1.127006280640637984e-04,-3.305261418271617630e-04
9.569999999999999618e-01,1.120122687747827689e-04,-3.301188805979770918e-04
9.579999999999999627e-01,1.113287396759113569e-04,-3.297058105376970884e-04
9.589999999999999636e-01,1.106501610973307804e-04,-3.292870770021547001e-04
9.599999999999999645e-01,1.099766521772784552e-04,-3.288628250006836776e-04
9.609999999999999654e-01,1.093082974529424085e-04,-3.284330709668763552e-04
9.619999999999999662e-01,1.086452010951360680e-04,-3.279979616693957651e-04
9.629999999999999671e-01,1.079874661632154183e-04,-3.275576434444801193e-04
9.639999999999999680e-01,1.073351686629373235e-04,-3.271122661902891118e-04
9.649999999999999689e-01,1.066884025906990785e-04,-3.266618436997444628e-04
9.659999999999999698e-01,1.060472422294262513e-04,-3.262065253728024458e-04
9.669999999999999707e-01,1.054117867593483822e-04,-3.257464560999272707e-04
9.679999999999999716e-01,1.047821084699169548e-04,-3.252817841969203095e-04
9.689999999999999725e-01,1.041582592466550419e-04,-3.248125284940411796e-04
9.699999999999999734e-01,1.035403420890784471e-04,-3.243389634144811916e-04
9.709999999999999742e-01,1.029284072116427976e-04,-3.238611069536713374e-04
9.719999999999999751e-01,1.023225171932519846e-04,-3.233789752631693556e-04
9.729999999999999760e-01,1.017227336903111281e-04,-3.228928467179161834e-04
9.739999999999999769e-01,1.011291366553398357e-04,-3.224028645685536381e-04
9.749999999999999778e-01,1.005417479051271240e-04,-3.219090492576389805e-04
9.759999999999999787e-01,9.996064597256769846e-05,-3.214115432484832696e-04
9.769999999999999796e-01,9.938588295686593148e-05,-3.209104921101003254e-04
9.779999999999999805e-01,9.881746618070331957e-05,-3.204059170791120925e-04
9.789999999999999813e-01,9.825549045287914251e-05,-3.198980862323267727e-04
9.799999999999999822e-01,9.769995619479013673e-05,-3.193868908694018024e-04
9.809999999999999831e-01,9.715094954600774369e-05,-3.188727283103590083e-04
9.819999999999999840e-01,9.660847538705871870e-05,-3.183556174859721683e-04
9.829999999999999849e-01,9.607255827870257519e-05,-3.178354453533141044e-04
9.839999999999999858e-01,9.554327462442150048e-05,-3.173127363197183462e-04
9.849999999999999867e-01,9.502060458098401225e-05,-3.167872534920266464e-04
9.859999999999999876e-01,9.450461245438867913e-05,-3.162592632024567325e-04
9.869999999999999885e-01,9.399531866533645218e-05,-3.157289081120106481e-04
9.879999999999999893e-01,9.349272046142786746e-05,-3.151960771592434677e-04
9.889999999999999902e-01,9.299689020023598320e-05,-3.146612885817338012e-04
9.899999999999999911e-01,9.250780666108043512e-05,-3.141243046510784425e-04
9.909999999999999920e-01,9.202548858881858765e-05,-3.135852657875004210e-04
9.919999999999999929e-01,9.154998397208084424e-05,-3.130444346947427190e-04
9.929999999999999938e-01,9.108129780201691032e-05,-3.125019513107258002e-04
9.939999999999999947e-01,9.061942537685873115e-05,-3.119577022727011142e-04
9.949999999999999956e-01,9.016438829151267114e-05,-3.114119511890601783e-04
9.959999999999999964e-01,8.971621533150423431e-05,-3.108648325417999827e-04
9.969999999999999973e-01,8.927487624914594148e-05,-3.103162354282149428e-04
9.979999999999999982e-01,8.884042058411793070e-05,-3.097665429616804468e-04
9.989999999999999991e-01,8.841281763000954832e-05,-3.092156432012534346e-04
1.000000000000000000e+00,8.799209920871980560e-05,-3.086637933826073149e-04
1.002499999999999947e+00,8.697040969145357564e-05,-3.072803537102771583e-04
1.004999999999999893e+00,8.599173718483271950e-05,-3.058928487320878567e-04
1.007500000000000062e+00,8.505604260635334817e-05,-3.045027591367119400e-04
1.010000000000000009e+00,8.416329534734463098e-05,-3.031116611753169755e-04
1.012499999999999956e+00,8.331337269566888905e-05,-3.017211144538562979e-04
1.014999999999999902e+00,8.250613113852114325e-05,-3.003325298198574714e-04
1.017500000000000071e+00,8.174142704196448242e-05,-2.989474140777815940e-04
1.020000000000000018e+00,8.101905364746681763e-05,-2.975672542770369184e-04
1.022499999999999964e+00,8.033876353511313500e-05,-2.961933936201167948e-04
1.024999999999999911e+00,7.970033999384477691e-05,-2.948273880897797693e-04
1.027500000000000080e+00,7.910348017435877546e-05,-2.934706557012065954e-04
1.030000000000000027e+00,7.854788048485367928e-05,-2.921244682551781728e-04
1.032499999999999973e+00,7.803321181878874915e-05,-2.907903164851816211e-04
1.034999999999999920e+00,7.755912597812393615e-05,-2.894696669354240859e-04
1.037500000000000089e+00,7.712520697036196881e-05,-2.881638499467716811e-04
1.040000000000000036e+00,7.673108741122748827e-05,-2.868744032258991271e-04
1.042499999999999982e+00,7.637628500318354439e-05,-2.856026169069485199e-04
1.044999999999999929e+00,7.606032198749920422e-05,-2.843499941410287057e-04
1.047500000000000098e+00,7.578269668252013240e-05,-2.831180170550722614e-04
1.050000000000000044e+00,7.554283564678546830e-05,-2.819080369371566603e-04
1.052499999999999991e+00,7.534015388345854090e-05,-2.807217358789663758e-04
1.054999999999999938e+00,7.517397720472899429e-05,-2.795603188577580004e-04
1.057500000000000107e+00,7.504362912362155867e-05,-2.784255538862931726e-04
1.060000000000000053e+00,7.494832756941487237e-05,-2.773188536422989685e-04
1.062500000000000000e+00,7.488724799937452529e-05,-2.762418500163647361e-04
1.064999999999999947e+00,7.485947826680458745e-05,-2.751959387810786958e-04
1.067499999999999893e+00,7.486404436534368112e-05,-2.741827393111346493e-04
1.070000000000000062e+00,7.489988317806667913e-05,-2.732038682529618436e-04
1.072500000000000009e+00,7.496584074485216698e-05,-2.722608278296792354e-04
1.074999999999999956e+00,7.506065453628247674e-05,-2.713551252578284487e-04
1.077499999999999902e+00,7.518300650457215113e-05,-2.704884944459186595e-04
1.080000000000000071e+00,7.533141779033996309e-05,-2.696623439280258099e-04
1.082500000000000018e+00,7.550431571798868642e-05,-2.688780927516236114e-04
1.084999999999999964e+00,7.570001233380206738e-05,-2.681371753585573168e-04
1.087499999999999911e+00,7.591672338827252435e-05,-2.674409288661401193e-04
1.090000000000000080e+00,7.615256477649430143e-05,-2.667908207995420343e-04
1.092500000000000027e+00,7.640550759727412025e-05,-2.661877850645071411e-04
1.094999999999999973e+00,7.667343695918804646e-05,-2.656330025539615277e-04
1.097499999999999920e+00,7.695418653867984319e-05,-2.651273386755526474e-04
1.100000000000000089e+00,7.724547882405169397e-05,-2.646715781245712333e-04
1.102500000000000036e+00,7.754505454100115444e-05,-2.642664089309069118e-04
1.104999999999999982e+00,7.785059625026332329e-05,-2.639122125658112427e-04
1.107499999999999929e+00,7.815980154864262622e-05,-2.636090565034276316e-04
1.110000000000000098e+00,7.847048392750608533e-05,-2.633571242299526929e-04
1.112500000000000044e+00,7.878054790756504984e-05,-2.631561649647607770e-04
1.114999999999999991e+00,7.908805890416042473e-05,-2.630057060357063737e-04
1.117499999999999938e+00,7.939138299539430955e-05,-2.629053631672620146e-04
1.120000000000000107e+00,7.968915920548216023e-05,-2.628545116516958660e-04
1.122500000000000053e+00,7.998042540649189663e-05,-2.628522675430343815e-04
1.125000000000000000e+00,8.026470164255249226e-05,-2.628982434523517188e-04
1.127499999999999947e+00,8.054199350309020782e-05,-2.629916655069785354e-04
1.129999999999999893e+00,8.081296010512310172e-05,-2.631325552062858540e-04
1.132500000000000062e+00,8.107886780834026906e-05,-2.633211833779731882e-04
1.135000000000000009e+00,8.134160769741549343e-05,-2.635587232455767091e-04
1.137499999999999956e+00,8.160365819912658808e-05,-2.638473627047327810e-04
1.139999999999999902e+00,8.186801462263357157e-05,-2.641908605539870954e-04
1.142500000000000071e+00,8.213788047156386567e-05,-2.645948101752073527e-04
1.145000000000000018e+00,8.241631229489252005e-05,-2.650668036668414086e-04
1.147499999999999964e+00,8.270572311188408010e-05,-2.656174961504953642e-04
1.149999999999999911e+00,8.300703558134569040e-05,-2.662608522046838711e-04
1.152500000000000080e+00,8.331853291548873327e-05,-2.670140082265692080e-04
1.155000000000000027e+00,8.363446686811275190e-05,-2.678981659916625018e-04
1.157499999999999973e+00,8.394309497994878434e-05,-2.689373913413392343e-04
1.159999999999999920e+00,8.422452386317012699e-05,-2.701582095861563160e-04
1.162500000000000089e+00,8.444842204818402782e-05,-2.715873412167009991e-04
1.165000000000000036e+00,8.457187845414337131e-05,-2.732484830746264941e-04
1.167499999999999982e+00,8.453819173270508025e-05,-2.751569702567822320e-04
1.169999999999999929e+00,8.427764532396111758e-05,-2.773138506686287515e-04
1.172500000000000098e+00,8.371131532134738697e-05,-2.796989593835452000e-04
1.175000000000000044e+00,8.275845281566682177e-05,-2.822641654260597387e-04
1.177499999999999991e+00,8.134801190376027974e-05,-2.849307777040816598e-04
1.179999999999999938e+00,7.943212443746991197e-05,-2.875921290942731203e-04
1.182500000000000107e+00,7.699841554922035643e-05,-2.901228353894876998e-04
1.185000000000000053e+00,7.407722404856193214e-05,-2.923946863899467988e-04
1.187500000000000000e+00,7.074039449204916547e-05,-2.942943667372044186e-04
1.189999999999999947e+00,6.709150701825191212e-05,-2.957391337848942368e-04
1.192499999999999893e+00,6.325030410881323797e-05,-2.966853336189168174e-04
1.195000000000000062e+00,5.933606304763796788e-05,-2.971290562050427704e-04
1.197500000000000009e+00,5.545405524791195955e-05,-2.970987120124781453e-04
1.199999999999999956e+00,5.168768974372463454e-05,-2.966458954900421481e-04
1.202499999999999902e+00,4.809593332421339208e-05,-2.958333222276607441e-04
1.205000000000000071e+00,4.471511315181506742e-05,-2.947266501214435876e-04
1.207500000000000018e+00,4.156291645875019673e-05,-2.933882392910529052e-04
1.209999999999999964e+00,3.864297650157001441e-05,-2.918729071691303833e-04
1.212499999999999911e+00,3.594948583770511306e-05,-2.902273885312785999e-04
1.215000000000000080e+00,3.347071537943474345e-05,-2.884897537319103364e-04
1.217500000000000027e+00,3.119172951186371175e-05,-2.866904146891094754e-04
1.219999999999999973e+00,2.909633493591141061e-05,-2.848528037578922090e-04
1.222499999999999920e+00,2.716827136684803084e-05,-2.829951813669419423e-04
1.225000000000000089e+00,2.539198285426149686e-05,-2.811311701858403033e-04
1.227500000000000036e+00,2.375302427801064003e-05,-2.792710360107855433e-04
1.229999999999999982e+00,2.223821523651266051e-05,-2.774224223325140546e-04
1.232499999999999929e+00,2.083570304953703730e-05,-2.755906490991828599e-04
1.235000000000000098e+00,1.953489372328103636e-05,-2.737797298000970185e-04
1.237500000000000044e+00,1.832637586062453908e-05,-2.719923246365497189e-04
1.239999999999999991e+00,1.720178776537710391e-05,-2.702305145302098268e-04
1.242499999999999938e+00,1.615372728751673288e-05,-2.684954240160560956e-04
1.245000000000000107e+00,1.517562078799425504e-05,-2.667877688613165652e-04
1.247500000000000053e+00,1.426163722329283538e-05,-2.651078782476346592e-04
1.250000000000000000e+00,1.340658112444331865e-05,-2.634560179183498751e-04
1.252499999999999947e+00,1.260578926158614466e-05,-2.618319988821049267e-04
1.254999999999999893e+00,1.185511063695272513e-05,-2.602355940223013910e-04
1.257500000000000062e+00,1.115080774253395809e-05,-2.586666458957531754e-04
1.260000000000000009e+00,1.048949562239485596e-05,-2.571244740918298809e-04
1.262499999999999956e+00,9.868132522308860861e-06,-2.556089783841205697e-04
1.264999999999999902e+00,9.283948399946866028e-06,-2.541193491557293101e-04
1.267500000000000071e+00,8.734427483977786488e-06,-2.526553611680341319e-04
1.270000000000000018e+00,8.217266442369457248e-06,-2.512162881768162468e-04
1.272499999999999964e+00,7.730364681824562669e-06,-2.498017918943642806e-04
1.274999999999999911e+00,7.271788420249116956e-06,-2.484112365097453047e-04
1.277500000000000080e+00,6.839762871073712859e-06,-2.470440826709073123e-04
1.280000000000000027e+00,6.432653352836774137e-06,-2.456999833795549715e-04
1.282499999999999973e+00,6.048947327752171249e-06,-2.443783010961600595e-04
1.284999999999999920e+00,5.687244859351436234e-06,-2.430785925576896896e-04
1.287500000000000089e+00,5.346251716308473025e-06,-2.418004151731650755e-04
1.290000000000000036e+00,5.024762979126456312e-06,-2.405433277343371637e-04
1.292499999999999982e+00,4.721658433813717794e-06,-2.393067961607863348e-04
1.294999999999999929e+00,4.435897055711497691e-06,-2.380904787940302128e-04
1.297500000000000098e+00,4.166507551669111785e-06,-2.368941294293066266e-04
1.300000000000000044e+00,3.912580025273498777e-06,-2.357172210222907810e-04
1.302499999999999991e+00,3.673269907351483782e-06,-2.345597917236327682e-04
1.304999999999999938e+00,3.447128786843223861e-06,-2.334220678749342182e-04
1.307500000000000107e+00,3.232375644743449624e-06,-2.323027871902800688e-04
1.310000000000000053e+00,3.028475092229284362e-06,-2.312009708567431252e-04
1.312500000000000000e+00,2.834937032172827153e-06,-2.301158360957256956e-04
1.314999999999999947e+00,2.651298039455021558e-06,-2.290469769580110468e-04
1.317499999999999893e+00,2.477112217385350571e-06,-2.279937169281963177e-04
1.320000000000000062e+00,2.311956707091685629e-06,-2.269556612710560450e-04
1.322500000000000009e+00,2.155429028303486816e-06,-2.259325105042345931e-04
1.324999999999999956e+00,2.007144082687920610e-06,-2.249236958971514283e-04
1.327499999999999902e+00,1.866738195094756321e-06,-2.239289265815281942e-04
1.330000000000000071e+00,1.733862802350839554e-06,-2.229479146849032368e-04
1.332500000000000018e+00,1.608186553695605207e-06,-2.219802853838665619e-04
1.334999999999999964e+00,1.489393605575649387e-06,-2.210256679194810272e-04
1.337499999999999911e+00,1.377184135879595295e-06,-2.200839636994678962e-04
1.340000000000000080e+00,1.271271765663767388e-06,-2.191546293225678764e-04
1.342500000000000027e+00,1.171385434002489658e-06,-2.182376605804573638e-04
1.344999999999999973e+00,1.077263385146084275e-06,-2.173325214535107546e-04
1.347499999999999920e+00,9.886611449965033797e-07,-2.164392118568291099e-04
1.350000000000000089e+00,9.053417359803074666e-07,-2.155572910843023152e-04
1.352500000000000036e+00,8.270812546246204798e-07,-2.146866745312868213e-04
1.354999999999999982e+00,7.536668541021322893e-07,-2.138271032082792280e-04
1.357499999999999929e+00,6.848943037472221638e-07,-2.129782335770241566e-04
1.360000000000000098e+00,6.205701635081726653e-07,-2.121400740485030725e-04
1.362500000000000044e+00,5.605090697549954511e-07,-2.113121986957242201e-04
1.364999999999999991e+00,5.045350527857573012e-07,-2.104946190668592523e-04
1.367499999999999938e+00,4.524798806768254623e-07,-2.096870011258624648e-04
1.370000000000000107e+00,4.041830958400579096e-07,-2.088891865947683352e-04
1.372500000000000053e+00,3.594918925756212828e-07,-2.081011046714715282e-04
1.375000000000000000e+00,3.182600191288133909e-07,-2.073224283846357256e-04
1.377499999999999947e+00,2.803484342659127352e-07,-2.065531757586850574e-04
1.379999999999999893e+00,2.456239412201978620e-07,-2.057931090897136212e-04
1.382500000000000062e+00,2.139595806544941560e-07,-2.050419931665280941e-04
1.385000000000000009e+00,1.852339613098784213e-07,-2.042998493094553007e-04
1.387499999999999956e+00,1.593312398825025107e-07,-2.035664451524674546e-04
1.389999999999999902e+00,1.361407436425100348e-07,-2.028417192318082436e-04
1.392500000000000071e+00,1.155565243586173262e-07,-2.021255266681030028e-04
1.395000000000000018e+00,9.747734669677559335e-08,-2.014178078691030891e-04
1.397499999999999964e+00,8.180656811232075817e-08,-2.007184202532494213e-04
1.399999999999999911e+00,6.845154416467050730e-08,-2.000273894347686949e-04
1.402500000000000080e+00,5.732376035822000132e-08,-1.993446576003915743e-04
1.405000000000000027e+00,4.833840124149322047e-08,-1.986703334159669481e-04
1.407499999999999973e+00,4.121746283379384160e-08,-1.980046899438927589e-04
1.409999999999999920e+00,3.494622160008001670e-08,-1.973475849588855356e-04
1.412500000000000089e+00,2.937900363896993025e-08,-1.966983013850182667e-04
1.415000000000000036e+00,2.450125924481178051e-08,-1.960564577953463714e-04
1.417499999999999982e+00,2.029864021392725298e-08,-1.954218404027041449e-04
1.419999999999999929e+00,1.675721973616904270e-08,-1.947941558456146578e-04
1.422500000000000098e+00,1.386333803366633696e-08,-1.941734397002676908e-04
1.425000000000000044e+00,1.160356495338991387e-08,-1.935593206577473381e-04
1.427499999999999991e+00,9.964807283188665791e-09,-1.929518366045638537e-04
1.429999999999999938e+00,8.934360882977494870e-09,-1.923507823172849139e-04
1.432500000000000107e+00,8.375361516049429716e-09,-1.917564389229754241e-04
1.435000000000000053e+00,7.867494378803027635e-09,-1.911684406172056412e-04
1.437500000000000000e+00,7.377439470172065592e-09,-1.905865054282991427e-04
1.439999999999999947e+00,6.904945053838196105e-09,-1.900103540628502786e-04
1.442499999999999893e+00,6.449837950725156465e-09,-1.894398697965049897e-04
1.445000000000000062e+00,6.011914316130245594e-09,-1.888748572212999737e-04
1.447500000000000009e+00,5.590989268430744699e-09,-1.883151227510355616e-04
1.449999999999999956e+00,5.186866951074756760e-09,-1.877606334175709491e-04
1.452499999999999902e+00,4.799375566288597693e-09,-1.872111980967868113e-04
1.455000000000000071e+00,4.428330998457124170e-09,-1.866667064653586435e-04
1.457500000000000018e+00,4.073543610616686029e-09,-1.861270492044726245e-04
1.459999999999999964e+00,3.734841886316033105e-09,-1.855921179853869171e-04
1.462499999999999911e+00,3.412041486111832108e-09,-1.850618839670295209e-04
1.465000000000000080e+00,3.104974500827306001e-09,-1.845361618936201559e-04
1.467500000000000027e+00,2.813468114157447253e-09,-1.840148463264013523e-04
1.469999999999999973e+00,2.537359926096848514e-09,-1.834979107469145111e-04
1.472499999999999920e+00,2.276465962687291737e-09,-1.829853288655033353e-04
1.475000000000000089e+00,2.030626257422583725e-09,-1.824768417012407890e-04
1.477500000000000036e+00,1.799676858993612988e-09,-1.819725024253981591e-04
1.479999999999999982e+00,1.583447314714430037e-09,-1.814722864344649460e-04
1.482499999999999929e+00,1.381791258402862996e-09,-1.809759379472851556e-04
1.485000000000000098e+00,1.194542486646087246e-09,-1.804835882100209738e-04
1.487500000000000044e+00,1.021550743562030012e-09,-1.799950601448116981e-04
1.489999999999999991e+00,8.626448098304074540e-10,-1.795102548276065471e-04
1.492499999999999938e+00,7.176807007302212545e-10,-1.790291506407905959e-04
1.495000000000000107e+00,5.865067605435813418e-10,-1.785517261430213010e-04
1.497500000000000053e+00,4.689728815564150714e-10,-1.780779600677566410e-04
1.500000000000000000e+00,3.649287442077492532e-10,-1.776076034065019111e-04
1.502499999999999947e+00,2.742290940047110519e-10,-1.771407883118777992e-04
1.504999999999999893e+00,1.967275978026156791e-10,-1.766774188566983515e-04
1.507500000000000062e+00,1.322817152564530759e-10,-1.762173999161035392e-04
1.510000000000000009e+00,8.074886675569120211e-11,-1.757606371572836509e-04
1.512499999999999956e+00,4.198891503383237440e-11,-1.753072625487053587e-04
1.514999999999999902e+00,1.586333298490322573e-11,-1.748570318657251699e-04
1.517500000000000071e+00,2.234945224637688787e-12,-1.744100023504406214e-04
1.520000000000000018e+00,0.000000000000000000e+00,-1.739660813508546358e-04
1.522499999999999964e+00,0.000000000000000000e+00,-1.735253260729178830e-04
1.524999999999999911e+00,0.000000000000000000e+00,-1.730874956575358125e-04
1.527500000000000080e+00,0.000000000000000000e+00,-1.726527966770510976e-04
1.530000000000000027e+00,0.000000000000000000e+00,-1.722209894546937437e-04
1.532499999999999973e+00,0.000000000000000000e+00,-1.717920580840064744e-04
1.534999999999999920e+00,0.000000000000000000e+00,-1.713660605676406098e-04
1.537500000000000089e+00,0.000000000000000000e+00,-1.709428335105475736e-04
1.540000000000000036e+00,0.000000000000000000e+00,-1.705225087934374942e-04
1.542499999999999982e+00,0.000000000000000000e+00,-1.701048505137882729e-04
1.544999999999999929e+00,0.000000000000000000e+00,-1.696899174376822420e-04
1.547500000000000098e+00,0.000000000000000000e+00,-1.692776948027473313e-04
1.550000000000000044e+00,0.000000000000000000e+00,-1.688681679564948187e-04
1.552499999999999991e+00,0.000000000000000000e+00,-1.684611768426973991e-04
1.554999999999999938e+00,0.000000000000000000e+00,-1.680567805051719460e-04
1.557500000000000107e+00,0.000000000000000000e+00,-1.676549650429571853e-04
1.560000000000000053e+00,0.000000000000000000e+00,-1.672557166571777448e-04
1.562500000000000000e+00,0.000000000000000000e+00,-1.668588772856335228e-04
1.564999999999999947e+00,0.000000000000000000e+00,-1.664645062222374792e-04
1.567499999999999893e+00,0.000000000000000000e+00,-1.660725903884781687e-04
1.570000000000000062e+00,0.000000000000000000e+00,-1.656830450415506411e-04
1.572500000000000009e+00,0.000000000000000000e+00,-1.652958577108232729e-04
1.574999999999999956e+00,0.000000000000000000e+00,-1.649110160148500707e-04
1.577499999999999902e+00,0.000000000000000000e+00,-1.645285076606636636e-04
1.580000000000000071e+00,0.000000000000000000e+00,-1.641483204430757212e-04
1.582500000000000018e+00,0.000000000000000000e+00,-1.637703001101618590e-04
1.584999999999999964e+00,0.000000000000000000e+00,-1.633945773098747654e-04
1.587499999999999911e+00,0.000000000000000000e+00,-1.630210692977343090e-04
1.590000000000000080e+00,0.000000000000000000e+00,-1.626496939551202905e-04
1.592500000000000027e+00,0.000000000000000000e+00,-1.622805108319008932e-04
1.594999999999999973e+00,0.000000000000000000e+00,-1.619134382366695752e-04
1.597499999999999920e+00,0.000000000000000000e+00,-1.615485356056550888e-04
1.600000000000000089e+00,0.000000000000000000e+00,-1.611856515450477546e-04
1.602500000000000036e+00,0.000000000000000000e+00,-1.608249157664500613e-04
1.604999999999999982e+00,0.000000000000000000e+00,-1.604661076944042077e-04
1.607499999999999929e+00,0.000000000000000000e+00,-1.601094267819276910e-04
1.610000000000000098e+00,0.000000000000000000e+00,-1.597546533853832758e-04
1.612500000000000044e+00,0.000000000000000000e+00,-1.594019168434790271e-04
1.614999999999999991e+00,0.000000000000000000e+00,-1.590511375039902961e-04
1.617499999999999938e+00,0.000000000000000000e+00,-1.587022363003431837e-04
1.620000000000000107e+00,0.000000000000000000e+00,-1.583553419968868623e-04
1.622500000000000053e+00,0.000000000000000000e+00,-1.580102376193793460e-04
1.625000000000000000e+00,0.000000000000000000e+00,-1.576671207626026427e-04
1.627499999999999947e+00,0.000000000000000000e+00,-1.573257753457230524e-04
1.629999999999999893e+00,0.000000000000000000e+00,-1.569863297518463434e-04
1.632500000000000062e+00,0.000000000000000000e+00,-1.566486376126173627e-04
1.635000000000000009e+00,0.000000000000000000e+00,-1.563128269296290779e-04
1.637499999999999956e+00,0.000000000000000000e+00,-1.559787519569482903e-04
1.639999999999999902e+00,0.000000000000000000e+00,-1.556464041593278922e-04
1.642500000000000071e+00,0.000000000000000000e+00,-1.553158430134211681e-04
1.645000000000000018e+00,0.000000000000000000e+00,-1.549870597279318410e-04
1.647499999999999964e+00,0.000000000000000000e+00,-1.546599778592299746e-04
1.649999999999999911e+00,0.000000000000000000e+00,-1.543345215083355697e-04
1.652500000000000080e+00,0.000000000000000000e+00,-1.540108177194536977e-04
1.655000000000000027e+00,0.000000000000000000e+00,-1.536887232332156625e-04
1.657499999999999973e+00,0.000000000000000000e+00,-1.533683647170437018e-04
1.659999999999999920e+00,0.000000000000000000e+00,-1.530495323935815769e-04
1.662500000000000089e+00,0.000000000000000000e+00,-1.527324199017573677e-04
1.665000000000000036e+00,0.000000000000000000e+00,-1.524168851543130450e-04
1.667499999999999982e+00,0.000000000000000000e+00,-1.521029205676111419e-04
1.669999999999999929e+00,0.000000000000000000e+00,-1.517905186068232927e-04
1.672500000000000098e+00,0.000000000000000000e+00,-1.514796717855645318e-04
1.675000000000000044e+00,0.000000000000000000e+00,-1.511703726655322269e-04
1.677499999999999991e+00,0.000000000000000000e+00,-1.508626138561477233e-04
1.679999999999999938e+00,0.000000000000000000e+00,-1.505563880142012675e-04
1.682500000000000107e+00,0.000000000000000000e+00,-1.502516878435000214e-04
1.685000000000000053e+00,0.000000000000000000e+00,-1.499484401568647134e-04
1.687500000000000000e+00,0.000000000000000000e+00,-1.496467039175619585e-04
1.689999999999999947e+00,0.000000000000000000e+00,-1.493464062577053359e-04
